zone,gender,age,indigenous,fam_members,eapop,labcat,labbranch,firm_size,formality,work_hours,work_income,educ,poverty,job_tenure
urban,man,23,other,5,1,employee,services,medium,0,48,3133.333,12,notpoor,5
urban,woman,20,other,5,0,,,,,,,12,notpoor,
urban,man,20,other,5,0,,,,,,,12,notpoor,
urban,man,61,other,1,1,selfemployed,services,small,0,24,1200,17,notpoor,30
urban,woman,44,other,3,1,selfemployed,trade,small,0,35,3000,11,notpoor,5
urban,man,44,other,3,0,,,,,,,12,notpoor,
urban,woman,4,other,3,0,,,,,,,0,notpoor,
urban,woman,21,other,1,0,,,,,,,13,notpoor,
urban,man,73,other,2,0,,,,,,,17,notpoor,
urban,woman,63,other,2,0,,,,,,,12,notpoor,
urban,woman,63,other,3,1,employee,services,medium,1,20,6541.667,17,notpoor,18
urban,man,64,other,3,1,employee,services,large,1,20,6000,17,notpoor,22
urban,woman,29,other,3,1,selfemployed,trade,small,0,56,5800,17,notpoor,1
urban,man,35,other,5,1,employee,finance,large,1,48,3336.667,21,notpoor,5
urban,woman,11,other,5,0,,,,,,,4,notpoor,
urban,woman,30,other,5,1,employee,services,medium,1,70,4530,21,notpoor,1
urban,woman,54,other,5,1,selfemployed,trade,small,0,98,7500,3,notpoor,30
urban,woman,3,other,5,0,,,,,,,,notpoor,
urban,man,59,other,4,1,unpaid,trade,small,0,36,0,4,notpoor,30
urban,woman,59,other,4,1,selfemployed,trade,small,0,42,12000,5,notpoor,30
urban,woman,23,other,4,1,employee,manufacture,small,0,9,2400,15,notpoor,0.4166667
urban,woman,21,other,4,0,,,,,,,14,notpoor,
urban,man,67,other,7,0,,,,,,,6,notpoor,
urban,woman,59,other,7,1,selfemployed,manufacture,small,0,70,340,5,notpoor,38
urban,woman,35,other,7,1,employee,trade,small,0,16,2100,21,notpoor,2
urban,man,27,other,7,1,employee,manufacture,medium,1,48,3791.667,21,notpoor,2
urban,man,25,other,7,0,,,,,,,15,notpoor,
urban,woman,23,other,7,0,,,,,,,12,notpoor,
urban,woman,17,other,7,0,,,,,,,10,notpoor,
urban,man,50,other,2,1,employee,transportation,medium,1,60,2500,11,notpoor,0.8333333
urban,man,93,other,2,0,,,,,,,5,notpoor,
urban,woman,28,other,3,0,,,,,,,,poor,
urban,woman,5,other,3,0,,,,,,,0,poor,
urban,man,1,other,3,0,,,,,,,,poor,
urban,man,42,other,1,1,selfemployed,manufacture,small,0,42,6483,12,notpoor,20
urban,man,62,other,5,0,,,,,,,5,notpoor,
urban,woman,59,other,5,0,,,,,,,3,notpoor,
urban,woman,26,other,5,1,employee,services,small,0,48,2500,17,notpoor,1
urban,man,20,other,5,0,,,,,,,12,notpoor,
urban,man,8,other,5,0,,,,,,,2,notpoor,
urban,man,53,other,3,1,selfemployed,transportation,small,0,63,1000,3,poor,3
urban,woman,55,other,3,0,,,,,,,2,poor,
urban,woman,10,other,3,0,,,,,,,4,poor,
urban,man,22,indigenous,3,1,unpaid,trade,small,0,36,0,12,notpoor,1
urban,woman,21,other,3,1,selfemployed,trade,small,0,36,3300,12,notpoor,1
urban,woman,1,other,3,0,,,,,,,,notpoor,
urban,man,71,indigenous,4,1,selfemployed,transportation,small,0,72,3120,2,notpoor,10
urban,woman,70,indigenous,4,0,,,,,,,2,notpoor,
urban,woman,39,other,4,0,,,,,,,12,notpoor,
urban,man,16,other,4,0,,,,,,,9,notpoor,
urban,man,54,other,7,1,selfemployed,transportation,small,0,73.5,1900,5,poor,2
urban,woman,49,indigenous,7,1,employee,trade,small,0,32,900,5,poor,0.3333333
urban,man,28,other,7,0,,,,,,,16,poor,
urban,man,26,other,7,0,,,,,,,13,poor,
urban,man,25,other,7,1,selfemployed,services,small,0,12,1800,16,poor,0.25
urban,woman,18,other,7,0,,,,,,,11,poor,
urban,man,16,other,7,0,,,,,,,9,poor,
urban,man,29,indigenous,4,1,selfemployed,construction,small,0,60,1935,8,poor,0.3333333
urban,woman,28,indigenous,4,0,,,,,,,0,poor,
urban,man,6,other,4,0,,,,,,,0,poor,
urban,man,5,other,4,0,,,,,,,0,poor,
urban,man,24,other,5,1,employee,manufacture,large,1,60,3333.333,6,poor,6
urban,woman,24,other,5,0,,,,,,,5,poor,
urban,woman,7,other,5,0,,,,,,,0,poor,
urban,man,3,other,5,0,,,,,,,,poor,
urban,woman,2,other,5,0,,,,,,,,poor,
urban,man,69,indigenous,4,0,,,,,,,4,notpoor,
urban,woman,67,indigenous,4,1,selfemployed,trade,small,0,70,5400,4,notpoor,1
urban,man,41,other,4,1,selfemployed,transportation,small,0,56,3450,17,notpoor,2
urban,woman,10,other,4,0,,,,,,,3,notpoor,
urban,man,24,other,4,1,employee,construction,small,0,48,3612,10,notpoor,0.0191791
urban,woman,22,other,4,1,selfemployed,manufacture,small,0,25,860,12,notpoor,2
urban,man,3,other,4,0,,,,,,,,notpoor,
urban,woman,1,other,4,0,,,,,,,,notpoor,
urban,man,27,other,4,1,selfemployed,manufacture,small,0,20,3000,16,notpoor,0.5
urban,man,24,other,4,1,unpaid,manufacture,small,0,20,0,14,notpoor,6
urban,man,21,other,4,1,unpaid,manufacture,small,0,8,0,12,notpoor,0.5
urban,woman,4,other,4,0,,,,,,,0,notpoor,
urban,man,41,indigenous,3,1,employer,manufacture,small,0,60,4250,7,notpoor,14
urban,woman,19,other,3,0,,,,,,,12,notpoor,
urban,man,15,other,3,0,,,,,,,8,notpoor,
urban,man,54,other,3,1,selfemployed,construction,small,0,50,2700,4,poor,0.0575374
urban,woman,56,other,3,1,selfemployed,trade,small,0,77,420,1,poor,0.25
urban,man,13,other,3,0,,,,,,,8,poor,
urban,man,32,other,3,1,employee,construction,small,0,42,4300,12,notpoor,0.1666667
urban,woman,30,other,3,0,,,,,,,11,notpoor,
urban,man,2,other,3,0,,,,,,,,notpoor,
urban,man,47,other,6,1,employee,manufacture,medium,0,48,3010,16,poor,0.6666667
urban,woman,36,other,6,0,,,,,,,5,poor,
urban,woman,19,other,6,0,,,,,,,11,poor,
urban,woman,12,other,6,0,,,,,,,5,poor,
urban,man,6,other,6,0,,,,,,,0,poor,
urban,woman,1,other,6,0,,,,,,,,poor,
urban,man,33,other,5,1,employee,services,large,1,48,2566.667,12,poor,1
urban,woman,35,other,5,0,,,,,,,16,poor,
urban,woman,9,other,5,0,,,,,,,3,poor,
urban,woman,5,other,5,0,,,,,,,0,poor,
urban,man,3,other,5,0,,,,,,,,poor,
urban,man,42,other,6,1,selfemployed,transportation,small,0,60,3000,17,notpoor,5
urban,woman,41,other,6,1,selfemployed,trade,small,0,35,2500,17,notpoor,5
urban,man,22,other,6,1,,,,0,,,14,notpoor,
urban,woman,20,other,6,0,,,,,,,13,notpoor,
urban,woman,16,other,6,0,,,,,,,10,notpoor,
urban,man,12,other,6,0,,,,,,,7,notpoor,
urban,man,43,other,6,1,employee,trade,small,0,48,4200,12,notpoor,4
urban,woman,41,other,6,1,employee,manufacture,small,0,30,2500,12,notpoor,2
urban,woman,20,other,6,0,,,,,,,11,notpoor,
urban,man,17,other,6,0,,,,,,,10,notpoor,
urban,man,12,other,6,0,,,,,,,7,notpoor,
urban,man,5,other,6,0,,,,,,,0,notpoor,
urban,man,69,other,4,0,,,,,,,5,notpoor,
urban,woman,69,other,4,0,,,,,,,4,notpoor,
urban,woman,40,other,4,1,employee,manufacture,small,0,25,1800,4,notpoor,3
urban,woman,9,other,4,0,,,,,,,3,notpoor,
urban,man,63,other,4,1,selfemployed,agriculture,small,0,98,1400,3,poor,25
urban,woman,59,other,4,0,,,,,,,5,poor,
urban,man,22,other,4,0,,,,,,,17,poor,
urban,woman,24,other,4,0,,,,,,,16,poor,
urban,woman,38,other,4,1,employee,construction,small,0,48,3000,2,notpoor,0.0833333
urban,man,21,other,4,1,employee,manufacture,medium,0,48,1800,11,notpoor,0.3333333
urban,woman,16,other,4,0,,,,,,,7,notpoor,
urban,woman,16,other,4,0,,,,,,,7,notpoor,
urban,man,25,other,3,1,employee,finance,medium,1,48,4925,17,notpoor,4
urban,woman,25,other,3,1,,,,0,,,16,notpoor,
urban,man,4,other,3,0,,,,,,,0,notpoor,
urban,woman,47,other,2,1,selfemployed,trade,small,0,60,8160,12,notpoor,7
urban,woman,17,other,2,0,,,,,,,10,notpoor,
urban,man,19,other,1,1,employee,trade,medium,0,33,8400,12,notpoor,1
urban,man,34,other,4,1,selfemployed,construction,small,0,30,1350,16,poor,2
urban,woman,34,other,4,0,,,,,,,8,poor,
urban,woman,10,other,4,0,,,,,,,4,poor,
urban,man,5,other,4,0,,,,,,,0,poor,
urban,woman,64,other,1,1,selfemployed,trade,small,0,98,4110,11,notpoor,20
urban,man,49,other,7,1,selfemployed,agriculture,small,0,70,1550,5,poor,35
urban,woman,50,other,7,1,selfemployed,trade,small,0,30,1350,5,poor,1
urban,woman,22,other,7,1,employee,trade,small,0,48,2060,13,poor,0.6666667
urban,woman,20,other,7,0,,,,,,,13,poor,
urban,woman,16,other,7,0,,,,,,,9,poor,
urban,woman,14,other,7,0,,,,,,,9,poor,
urban,woman,10,other,7,0,,,,,,,4,poor,
urban,woman,48,other,3,1,employer,trade,small,0,55,9360,10,notpoor,15
urban,woman,22,other,3,0,,,,,,,15,notpoor,
urban,man,10,other,3,0,,,,,,,4,notpoor,
urban,man,82,other,2,0,,,,,,,3,poor,
urban,woman,66,other,2,1,selfemployed,trade,small,0,45,430,0,poor,8
urban,woman,21,other,1,0,,,,,,,14,poor,
urban,man,27,other,4,0,,,,,,,7,notpoor,
urban,woman,10,other,4,0,,,,,,,3,notpoor,
urban,woman,8,other,4,0,,,,,,,2,notpoor,
urban,man,5,other,4,0,,,,,,,0,notpoor,
urban,man,74,other,1,0,,,,,,,17,notpoor,
urban,man,70,indigenous,3,0,,,,,,,17,notpoor,
urban,woman,58,other,3,1,selfemployed,trade,small,0,20,2250,9,notpoor,10
urban,man,19,other,3,0,,,,,,,12,notpoor,
urban,woman,38,other,1,1,employee,services,medium,0,40,2243.333,17,notpoor,1.5
urban,man,51,other,2,1,selfemployed,construction,small,0,44,2400,12,notpoor,0.0833333
urban,woman,48,other,2,1,employee,services,,0,44,2166.667,11,notpoor,5
urban,man,46,indigenous,3,1,employee,manufacture,large,1,48,6798.667,6,notpoor,11
urban,woman,41,indigenous,3,0,,,,,,,12,notpoor,
urban,man,20,other,3,0,,,,,,,13,notpoor,
urban,man,61,other,3,1,selfemployed,construction,small,0,18,2700,12,notpoor,0.0191791
urban,woman,60,indigenous,3,0,,,,,,,14,notpoor,
urban,man,38,other,3,0,,,,,,,13,notpoor,
urban,man,69,other,2,1,employee,manufacture,small,0,48,1935,8,notpoor,2
urban,woman,72,other,2,0,,,,,,,0,notpoor,
urban,man,67,other,2,1,employee,manufacture,small,0,40,2100,12,notpoor,0.25
urban,woman,59,other,2,0,,,,,,,2,notpoor,
urban,man,42,indigenous,5,1,selfemployed,construction,small,0,48,3300,6,notpoor,0.5
urban,woman,43,indigenous,5,1,employee,services,,0,48,2166.667,4,notpoor,5
urban,woman,26,other,5,1,employee,services,small,0,16,2100,14,notpoor,0.1666667
urban,man,9,other,5,0,,,,,,,3,notpoor,
urban,man,6,other,5,0,,,,,,,0,notpoor,
urban,woman,64,other,2,0,,,,,,,0,poor,
urban,woman,24,other,2,0,,,,,,,15,poor,
urban,woman,46,other,3,1,employee,manufacture,medium,0,48,2187.5,12,notpoor,2
urban,man,18,other,3,0,,,,,,,12,notpoor,
urban,woman,16,other,3,0,,,,,,,9,notpoor,
urban,woman,20,other,4,0,,,,,,,8,poor,
urban,man,23,other,4,1,employee,manufacture,medium,0,60,2477.5,5,poor,6
urban,woman,3,other,4,0,,,,,,,,poor,
urban,woman,2,other,4,0,,,,,,,,poor,
urban,woman,75,indigenous,1,1,selfemployed,agriculture,small,0,16,216.6667,3,poor,50
urban,man,45,indigenous,4,1,employee,manufacture,large,1,48,3363.333,14,poor,4
urban,woman,40,other,4,0,,,,,,,14,poor,
urban,woman,16,other,4,0,,,,,,,10,poor,
urban,woman,8,other,4,0,,,,,,,2,poor,
urban,man,58,other,2,1,employee,agriculture,small,0,30,1032,5,notpoor,15
urban,woman,55,other,2,1,selfemployed,trade,small,0,24,1277.1,4,notpoor,2
urban,man,45,indigenous,2,1,employee,services,medium,0,40,4550,15,notpoor,6
urban,man,14,indigenous,2,0,,,,,,,8,notpoor,
urban,man,47,other,4,1,selfemployed,transportation,small,0,48,3700,17,notpoor,10
urban,woman,42,other,4,1,employee,services,medium,1,6,8166.667,17,notpoor,8
urban,man,17,other,4,0,,,,,,,12,notpoor,
urban,woman,12,other,4,0,,,,,,,6,notpoor,
urban,man,40,other,4,1,employee,services,large,1,40,6583.333,17,notpoor,16
urban,woman,38,other,4,1,employee,services,large,1,40,6566.667,17,notpoor,15
urban,woman,17,other,4,0,,,,,,,10,notpoor,
urban,man,9,other,4,0,,,,,,,3,notpoor,
urban,man,22,other,4,1,selfemployed,transportation,small,0,84,3000,7,poor,0.1666667
urban,woman,20,other,4,0,,,,,,,7,poor,
urban,man,2,other,4,0,,,,,,,,poor,
urban,man,1,other,4,0,,,,,,,,poor,
urban,man,40,other,3,1,selfemployed,transportation,small,0,60,3500,4,notpoor,12
urban,woman,40,other,3,0,,,,,,,5,notpoor,
urban,man,11,other,3,0,,,,,,,6,notpoor,
urban,woman,78,other,1,0,,,,,,,3,poor,
urban,woman,79,other,1,0,,,,,,,4,notpoor,
urban,man,30,other,3,1,selfemployed,agriculture,small,0,30,650,8,notpoor,4
urban,woman,31,other,3,1,selfemployed,trade,small,0,12,3000,8,notpoor,2
urban,man,12,other,3,0,,,,,,,6,notpoor,
urban,man,33,other,1,1,employee,construction,small,0,48,4200,12,notpoor,0.1666667
urban,woman,50,other,3,1,employee,transportation,,0,30,1100,12,poor,0.6666667
urban,woman,26,other,3,1,,,,0,,,17,poor,
urban,woman,68,other,3,1,unpaid,trade,small,0,18,0,3,poor,8
urban,man,70,other,2,0,,,,,,,7,poor,
urban,woman,68,indigenous,2,0,,,,,,,5,poor,
urban,man,83,other,2,0,,,,,,,0,notpoor,
urban,woman,81,indigenous,2,0,,,,,,,0,notpoor,
urban,man,35,other,2,0,,,,,,,14,notpoor,
urban,woman,30,other,2,0,,,,,,,14,notpoor,
urban,man,50,other,3,1,selfemployed,construction,small,0,24,3300,3,notpoor,0.0191791
urban,woman,49,other,3,1,selfemployed,trade,small,0,35,8250,3,notpoor,1
urban,man,6,other,3,0,,,,,,,0,notpoor,
urban,woman,75,other,1,0,,,,,,,2,poor,
urban,man,68,other,2,1,selfemployed,agriculture,small,0,25,856.6667,10,notpoor,15
urban,woman,68,other,2,0,,,,,,,8,notpoor,
urban,man,39,other,3,1,employee,services,large,1,40,4225,17,notpoor,1
urban,woman,35,other,3,0,,,,,,,16,notpoor,
urban,man,6,other,3,0,,,,,,,0,notpoor,
urban,man,32,other,3,1,selfemployed,transportation,small,0,60,6600,12,notpoor,5
urban,woman,30,other,3,0,,,,,,,12,notpoor,
urban,woman,3,other,3,0,,,,,,,,notpoor,
urban,man,57,other,2,1,selfemployed,transportation,small,0,72,5400,6,notpoor,30
urban,woman,53,other,2,1,selfemployed,trade,small,0,40,4470,4,notpoor,20
urban,man,24,other,1,0,,,,,,,14,notpoor,
urban,man,43,other,5,1,selfemployed,transportation,small,0,60,5850,12,notpoor,10
urban,woman,45,other,5,1,employee,transportation,small,0,48,2800,12,notpoor,5
urban,woman,10,other,5,0,,,,,,,4,notpoor,
urban,man,8,other,5,0,,,,,,,2,notpoor,
urban,man,8,other,5,0,,,,,,,2,notpoor,
urban,man,66,indigenous,3,1,unpaid,trade,small,0,21,0,6,notpoor,10
urban,woman,62,indigenous,3,0,,,,,,,5,notpoor,
urban,woman,43,indigenous,3,1,employee,services,small,0,20,2000,17,notpoor,0.8333333
urban,man,55,indigenous,4,1,employee,manufacture,large,1,48,3250,2,notpoor,20
urban,woman,55,indigenous,4,1,selfemployed,trade,small,0,36,3450,3,notpoor,5
urban,man,28,indigenous,4,1,employee,services,medium,0,12,2383.333,17,notpoor,2
urban,man,22,indigenous,4,0,,,,,,,15,notpoor,
urban,man,47,indigenous,4,1,selfemployed,transportation,small,0,84,7500,12,notpoor,10
urban,woman,45,indigenous,4,1,selfemployed,manufacture,small,0,42,1170,4,notpoor,6
urban,man,23,indigenous,4,0,,,,,,,15,notpoor,
urban,man,12,indigenous,4,0,,,,,,,6,notpoor,
urban,man,53,indigenous,6,1,selfemployed,agriculture,small,0,24,933.3333,12,poor,4
urban,woman,49,indigenous,6,0,,,,,,,9,poor,
urban,man,28,other,6,1,selfemployed,services,small,0,36,4800,14,poor,7
urban,man,25,other,6,1,,,,0,,,12,poor,
urban,woman,21,other,6,0,,,,,,,13,poor,
urban,woman,12,other,6,0,,,,,,,6,poor,
urban,man,64,other,4,1,employee,construction,small,0,54,2580,12,notpoor,0.0383583
urban,woman,64,other,4,1,selfemployed,manufacture,small,0,18,6000,12,notpoor,20
urban,man,34,other,4,1,unpaid,manufacture,small,0,18,0,17,notpoor,0.0383583
urban,man,31,other,4,1,unpaid,manufacture,small,0,18,0,16,notpoor,10
urban,man,29,other,5,1,employee,trade,small,0,48,2300,12,poor,0.1666667
urban,woman,28,other,5,0,,,,,,,12,poor,
urban,woman,8,other,5,0,,,,,,,2,poor,
urban,man,6,other,5,0,,,,,,,0,poor,
urban,man,4,other,5,0,,,,,,,0,poor,
urban,man,28,other,2,1,selfemployed,transportation,small,0,48,2080,15,notpoor,2
urban,woman,26,other,2,0,,,,,,,12,notpoor,
urban,woman,35,other,4,1,employee,trade,small,0,60,1800,12,poor,10
urban,man,17,other,4,1,employee,trade,small,0,25,1200,10,poor,2
urban,man,16,other,4,0,,,,,,,9,poor,
urban,man,10,other,4,0,,,,,,,4,poor,
urban,man,50,indigenous,1,1,selfemployed,trade,small,0,56,7500,15,notpoor,10
urban,man,51,indigenous,5,1,employee,construction,medium,0,60,3600,5,notpoor,0.0833333
urban,woman,48,indigenous,5,0,,,,,,,0,notpoor,
urban,man,22,other,5,1,employee,services,medium,1,40,3000,12,notpoor,1
urban,man,20,other,5,0,,,,,,,4,notpoor,
urban,woman,17,other,5,0,,,,,,,10,notpoor,
urban,man,52,other,5,1,employer,trade,small,0,84,4500,17,notpoor,2
urban,woman,50,other,5,1,unpaid,trade,small,0,36,0,14,notpoor,2
urban,woman,23,other,5,0,,,,,,,14,notpoor,
urban,woman,20,other,5,0,,,,,,,13,notpoor,
urban,woman,17,other,5,1,unpaid,trade,small,0,20,0,10,notpoor,0.0191791
urban,woman,38,other,3,1,employee,services,medium,1,30,4250,17,notpoor,0.9166667
urban,man,21,other,3,0,,,,,,,13,notpoor,
urban,woman,10,other,3,0,,,,,,,4,notpoor,
urban,woman,34,indigenous,4,1,employee,trade,small,0,42,1200,8,poor,0.5
urban,woman,13,indigenous,4,0,,,,,,,7,poor,
urban,man,8,indigenous,4,0,,,,,,,2,poor,
urban,woman,4,indigenous,4,0,,,,,,,0,poor,
urban,woman,35,indigenous,4,1,employer,trade,small,0,72,4160,5,notpoor,5
urban,man,17,indigenous,4,0,,,,,,,10,notpoor,
urban,man,8,indigenous,4,0,,,,,,,2,notpoor,
urban,woman,4,indigenous,4,0,,,,,,,0,notpoor,
urban,woman,33,indigenous,2,1,employee,trade,medium,0,32,1950,22,notpoor,5
urban,man,38,indigenous,2,1,employee,services,small,0,56,1625,22,notpoor,3
urban,man,37,indigenous,4,1,employer,services,small,0,48,3233,12,notpoor,5
urban,woman,16,indigenous,4,0,,,,,,,10,notpoor,
urban,woman,13,indigenous,4,0,,,,,,,5,notpoor,
urban,man,10,indigenous,4,0,,,,,,,4,notpoor,
urban,man,44,other,5,1,employee,trade,medium,1,48,3382.333,12,notpoor,0.25
urban,woman,45,other,5,0,,,,,,,14,notpoor,
urban,man,21,other,5,0,,,,,,,15,notpoor,
urban,man,18,other,5,0,,,,,,,11,notpoor,
urban,woman,15,other,5,0,,,,,,,9,notpoor,
urban,man,46,other,3,1,employee,services,large,1,40,4771.667,21,notpoor,9
urban,woman,76,other,3,0,,,,,,,2,notpoor,
urban,man,23,other,3,0,,,,,,,16,notpoor,
urban,man,68,other,4,1,selfemployed,manufacture,small,0,48,9640,8,notpoor,10
urban,woman,62,other,4,1,unpaid,trade,small,0,48,0,6,notpoor,8
urban,man,39,other,4,1,employee,construction,small,0,48,3870,12,notpoor,0.0833333
urban,man,19,other,4,0,,,,,,,11,notpoor,
urban,man,28,other,3,1,employee,services,large,1,48,3340.667,14,notpoor,3
urban,woman,26,other,3,1,employee,services,large,1,48,2863,17,notpoor,1
urban,man,18,other,3,0,,,,,,,11,notpoor,
urban,man,29,other,3,1,employee,transportation,small,0,48,2500,11,notpoor,0.4166667
urban,woman,29,other,3,1,selfemployed,services,small,0,60,838.5,10,notpoor,0.0833333
urban,man,8,other,3,0,,,,,,,2,notpoor,
urban,man,51,other,4,1,employee,trade,medium,1,40,4304,17,notpoor,2
urban,woman,51,other,4,1,employee,services,large,1,40,4781.667,17,notpoor,8
urban,woman,22,other,4,0,,,,,,,14,notpoor,
urban,man,19,other,4,0,,,,,,,13,notpoor,
urban,man,45,other,4,1,selfemployed,trade,small,0,50,3900,12,notpoor,2
urban,woman,44,other,4,1,selfemployed,trade,small,0,50,1905,5,notpoor,4
urban,woman,20,other,4,0,,,,,,,13,notpoor,
urban,man,17,other,4,0,,,,,,,11,notpoor,
urban,man,50,other,4,1,selfemployed,transportation,small,0,72,1548,15,notpoor,5
urban,man,30,other,4,1,selfemployed,transportation,small,0,36,2709,16,notpoor,1
urban,man,26,other,4,0,,,,,,,14,notpoor,
urban,woman,20,other,4,0,,,,,,,13,notpoor,
urban,man,40,other,4,1,selfemployed,transportation,small,1,70,6600,12,notpoor,1
urban,woman,31,other,4,1,selfemployed,agriculture,small,0,35,1290,12,notpoor,5
urban,woman,7,other,4,0,,,,,,,0,notpoor,
urban,man,2,other,4,0,,,,,,,,notpoor,
urban,man,54,indigenous,7,1,employer,transportation,small,0,30,4300,8,notpoor,2
urban,woman,55,indigenous,7,0,,,,,,,4,notpoor,
urban,man,20,other,7,1,employee,transportation,small,0,21,1500,12,notpoor,1
urban,man,10,indigenous,7,0,,,,,,,5,notpoor,
urban,woman,28,other,7,1,selfemployed,trade,small,0,91,1500,17,notpoor,1
urban,man,35,indigenous,7,1,employer,transportation,small,0,36,3300,12,notpoor,0.5
urban,man,3,other,7,0,,,,,,,,notpoor,
urban,man,44,indigenous,3,1,selfemployed,agriculture,small,0,42,1260,6,notpoor,2
urban,man,22,other,3,0,,,,,,,16,notpoor,
urban,woman,12,other,3,0,,,,,,,5,notpoor,
urban,man,39,other,7,1,selfemployed,agriculture,small,1,56,2400,12,poor,10
urban,woman,40,other,7,0,,,,,,,8,poor,
urban,woman,18,other,7,0,,,,,,,10,poor,
urban,woman,17,other,7,0,,,,,,,10,poor,
urban,woman,13,other,7,0,,,,,,,7,poor,
urban,woman,12,other,7,0,,,,,,,6,poor,
urban,man,11,other,7,0,,,,,,,5,poor,
urban,woman,74,indigenous,8,0,,,,,,,10,poor,
urban,man,79,indigenous,8,0,,,,,,,12,poor,
urban,woman,16,indigenous,8,0,,,,,,,9,poor,
urban,woman,34,indigenous,8,0,,,,,,,14,poor,
urban,man,13,indigenous,8,0,,,,,,,6,poor,
urban,woman,11,indigenous,8,0,,,,,,,5,poor,
urban,woman,8,other,8,0,,,,,,,1,poor,
urban,man,7,other,8,0,,,,,,,1,poor,
urban,woman,48,other,5,0,,,,,,,4,poor,
urban,man,24,other,5,0,,,,,,,0,poor,
urban,man,15,other,5,0,,,,,,,9,poor,
urban,woman,20,other,5,0,,,,,,,11,poor,
urban,woman,2,other,5,0,,,,,,,,poor,
urban,man,48,other,8,1,selfemployed,construction,small,0,60,2924,12,poor,0.0833333
urban,woman,47,other,8,0,,,,,,,12,poor,
urban,woman,28,other,8,0,,,,,,,12,poor,
urban,man,23,other,8,1,selfemployed,construction,small,0,60,2322,12,poor,0.4166667
urban,man,14,other,8,0,,,,,,,5,poor,
urban,man,11,other,8,0,,,,,,,5,poor,
urban,woman,5,other,8,0,,,,,,,0,poor,
urban,woman,4,other,8,0,,,,,,,0,poor,
urban,man,28,indigenous,5,1,selfemployed,transportation,small,0,54,3000,14,notpoor,0.3333333
urban,woman,30,indigenous,5,1,selfemployed,manufacture,small,0,48,2000,14,notpoor,5
urban,man,12,indigenous,5,0,,,,,,,5,notpoor,
urban,man,10,other,5,0,,,,,,,3,notpoor,
urban,man,7,other,5,0,,,,,,,1,notpoor,
urban,woman,25,indigenous,4,0,,,,,,,8,poor,
urban,man,25,indigenous,4,1,employee,construction,medium,0,50,2400,5,poor,0.3333333
urban,man,8,other,4,0,,,,,,,2,poor,
